order_id,carrier,tracking_number,shipped_date,estimated_delivery,current_status,last_location
ORD100366,FedEx,US3365062104,2025-10-19,2025-10-26,Returned to Sender,"Raleigh, NC"
ORD100367,DHL,DH9085303196,2026-01-14,2026-01-22,Delivered,"Denver, CO"
ORD100368,FedEx,UP9131540912,2026-02-19,2026-02-28,Delivered,"Columbus, OH"
ORD100369,UPS,DH9206237178,2026-05-25,2026-05-27,Delivered,"Phoenix, AZ"
ORD100370,FedEx,FE6859655106,2026-04-08,2026-04-12,Returned to Sender,"Seattle, WA"
ORD100371,DHL,US3936028052,2026-05-08,2026-05-17,Delivered,"Miami, FL"
ORD100375,USPS,UP9833410439,2025-08-12,2025-08-17,Out for Delivery,"Portland, OR"
ORD100376,FedEx,UP2708621768,2026-05-23,2026-05-26,Delivered,"Columbus, OH"
ORD100379,UPS,US8558936248,2026-02-13,2026-02-15,Delivered,"Portland, OR"
ORD100380,FedEx,UP8779299135,2026-06-15,2026-06-20,Delivered,"Miami, FL"
ORD100381,UPS,US4693001204,2025-10-17,2025-10-25,Delivered,"Raleigh, NC"
ORD100382,DHL,FE4997329298,2025-10-07,2025-10-14,Delivered,"Phoenix, AZ"
ORD100383,UPS,US6114259949,2026-06-01,2026-06-10,Delayed - carrier exception,"Denver, CO"
ORD100385,FedEx,UP5559187505,2025-12-10,2025-12-19,In Transit,"Atlanta, GA"
ORD100386,USPS,US1032545020,2026-03-09,2026-03-12,Delivered,"Phoenix, AZ"
ORD100387,DHL,US3675362671,2025-08-17,2025-08-26,In Transit,"Phoenix, AZ"
ORD100388,FedEx,UP6373431675,2026-07-13,2026-07-22,Delayed - carrier exception,"Nashville, TN"
ORD100389,DHL,DH5051054525,2025-08-23,2025-08-28,Delivered,"Denver, CO"
ORD100390,FedEx,UP3545830617,2026-04-23,2026-04-30,Delivered,"Portland, OR"
ORD100391,DHL,UP2426527399,2026-01-22,2026-01-27,Delivered,"Austin, TX"
ORD100392,USPS,DH6384861002,2026-02-01,2026-02-05,Delivered,"Phoenix, AZ"
ORD100393,DHL,DH1639578858,2026-05-15,2026-05-21,In Transit,"Nashville, TN"
ORD100394,DHL,FE3531085184,2026-04-26,2026-05-04,Delivered,"Boston, MA"
ORD100395,USPS,UP5307967688,2025-08-25,2025-08-27,Delivered,"San Diego, CA"
ORD100396,USPS,DH9545687374,2025-09-04,2025-09-06,Delivered,"Minneapolis, MN"
ORD100398,DHL,US2066190443,2025-12-28,2025-12-30,Delivered,"Portland, OR"
ORD100399,DHL,FE9877678494,2026-03-13,2026-03-16,In Transit,"Columbus, OH"
ORD100400,DHL,FE4612185358,2025-10-23,2025-10-26,Delivered,"Denver, CO"
ORD100401,UPS,FE9686198371,2025-08-16,2025-08-25,Delivered,"Salt Lake City, UT"
ORD100402,UPS,UP4254866543,2026-06-17,2026-06-23,Returned to Sender,"Miami, FL"
ORD100403,FedEx,UP5405317658,2026-01-30,2026-02-08,Returned to Sender,"Salt Lake City, UT"
ORD100404,DHL,FE3868968361,2026-04-01,2026-04-04,Delayed - carrier exception,"Atlanta, GA"
ORD100405,DHL,DH5509824667,2026-04-12,2026-04-21,In Transit,"San Diego, CA"
ORD100406,UPS,UP7388793014,2025-11-25,2025-12-04,Delivered,"Salt Lake City, UT"
ORD100407,USPS,FE9273082391,2026-07-21,2026-07-29,Delivered,"Seattle, WA"
ORD100409,DHL,UP9303965347,2026-03-21,2026-03-28,Delivered,"Denver, CO"
ORD100410,DHL,UP3637454569,2026-06-20,2026-06-25,Delivered,"Atlanta, GA"
ORD100411,FedEx,FE2288059337,2025-12-10,2025-12-18,Delivered,"Austin, TX"
ORD100412,UPS,UP5296790158,2025-09-28,2025-10-06,Returned to Sender,"Denver, CO"
ORD100414,UPS,US2175103481,2026-02-01,2026-02-03,In Transit,"Nashville, TN"
ORD100415,FedEx,DH3367183914,2026-02-23,2026-02-25,In Transit,"Miami, FL"
ORD100417,DHL,US5682785101,2026-02-17,2026-02-25,Out for Delivery,"San Diego, CA"
ORD100418,UPS,DH5486043678,2026-01-09,2026-01-18,Out for Delivery,"Phoenix, AZ"
ORD100419,DHL,US6362493738,2025-09-11,2025-09-19,Delayed - carrier exception,"Chicago, IL"
ORD100420,FedEx,FE5878596419,2025-09-21,2025-09-30,Delivered,"Austin, TX"
ORD100421,DHL,DH5509725746,2025-12-07,2025-12-15,Returned to Sender,"Boston, MA"
ORD100422,FedEx,DH1948039639,2025-10-22,2025-10-31,Delivered,"Phoenix, AZ"
ORD100424,FedEx,FE8195219336,2026-03-03,2026-03-10,Delivered,"Chicago, IL"
ORD100425,DHL,US2723295933,2025-09-30,2025-10-09,Returned to Sender,"San Diego, CA"
ORD100426,USPS,DH5266506730,2026-02-15,2026-02-22,Delivered,"Salt Lake City, UT"
ORD100427,UPS,UP4756459172,2026-05-02,2026-05-11,In Transit,"Miami, FL"
ORD100428,UPS,DH1327017477,2026-01-31,2026-02-06,Delivered,"Nashville, TN"
ORD100430,UPS,US1549398059,2026-01-24,2026-01-31,In Transit,"Atlanta, GA"
ORD100432,UPS,FE1478475087,2026-03-09,2026-03-13,Out for Delivery,"Nashville, TN"
ORD100433,UPS,FE7609507808,2026-08-02,2026-08-06,Delivered,"Portland, OR"
ORD100435,UPS,US4641146413,2026-01-16,2026-01-20,Returned to Sender,"Atlanta, GA"
ORD100436,UPS,US6386329670,2025-08-18,2025-08-26,In Transit,"Phoenix, AZ"
ORD100437,UPS,DH3372845154,2025-12-12,2025-12-15,Delivered,"Portland, OR"
ORD100438,DHL,DH4334660798,2026-07-01,2026-07-07,Delivered,"Nashville, TN"
ORD100439,FedEx,DH8346423889,2026-01-04,2026-01-09,Out for Delivery,"Austin, TX"
ORD100440,DHL,FE4508607725,2025-11-12,2025-11-15,In Transit,"Raleigh, NC"
ORD100441,UPS,FE1069911135,2025-11-15,2025-11-19,Delivered,"Chicago, IL"
ORD100443,DHL,FE2240231474,2026-07-13,2026-07-18,Delivered,"Phoenix, AZ"
ORD100444,DHL,US3755283933,2026-05-12,2026-05-14,In Transit,"Minneapolis, MN"
ORD100445,USPS,US7821809477,2026-02-25,2026-02-27,Delivered,"Phoenix, AZ"
ORD100446,FedEx,FE8075120401,2026-01-17,2026-01-25,Delivered,"Atlanta, GA"
ORD100447,DHL,FE5359582487,2025-09-14,2025-09-20,In Transit,"Minneapolis, MN"
ORD100448,DHL,DH4371169839,2026-03-10,2026-03-18,In Transit,"Seattle, WA"
ORD100449,FedEx,US5426543084,2026-03-11,2026-03-20,In Transit,"Minneapolis, MN"
ORD100450,FedEx,FE5864913957,2025-10-31,2025-11-05,Delivered,"Seattle, WA"
ORD100451,USPS,UP5040469772,2026-03-22,2026-03-24,Delivered,"Minneapolis, MN"
ORD100452,UPS,DH6569704411,2026-01-20,2026-01-23,Delivered,"Raleigh, NC"
ORD100453,DHL,US1760321556,2025-09-09,2025-09-17,Delivered,"Seattle, WA"
ORD100454,UPS,FE6556177919,2026-01-19,2026-01-26,Delivered,"Atlanta, GA"
ORD100455,USPS,DH4566989850,2025-08-23,2025-08-27,Delivered,"Nashville, TN"
ORD100457,USPS,US1021719094,2026-03-23,2026-03-27,Delayed - carrier exception,"Salt Lake City, UT"
ORD100458,DHL,FE5075027913,2026-06-30,2026-07-07,Returned to Sender,"Austin, TX"
ORD100460,DHL,US3922662676,2026-03-14,2026-03-17,Delivered,"Minneapolis, MN"
ORD100461,DHL,DH3461378531,2025-12-11,2025-12-15,Out for Delivery,"Minneapolis, MN"
ORD100462,UPS,DH3312495480,2026-01-24,2026-01-27,Returned to Sender,"Columbus, OH"
ORD100463,UPS,FE2274617096,2025-09-07,2025-09-15,Delivered,"Chicago, IL"
ORD100465,USPS,UP7645012207,2026-02-25,2026-03-03,In Transit,"Salt Lake City, UT"
ORD100468,FedEx,US2393942170,2026-01-18,2026-01-20,Delivered,"Columbus, OH"
ORD100469,DHL,DH9996903027,2026-07-24,2026-07-27,Delivered,"Denver, CO"
ORD100470,FedEx,DH6299164332,2025-10-13,2025-10-17,Out for Delivery,"Seattle, WA"
ORD100471,DHL,FE5634011629,2026-07-23,2026-07-27,Delivered,"Nashville, TN"
ORD100472,DHL,UP4627206450,2025-11-02,2025-11-05,Delivered,"Minneapolis, MN"
ORD100473,FedEx,UP3486692500,2025-08-25,2025-08-31,Returned to Sender,"Minneapolis, MN"
ORD100474,USPS,UP6837608623,2025-10-05,2025-10-08,In Transit,"Chicago, IL"
ORD100475,FedEx,FE1252500343,2026-02-07,2026-02-15,Delivered,"Portland, OR"
ORD100476,UPS,UP6536109918,2026-03-13,2026-03-17,Returned to Sender,"San Diego, CA"
ORD100477,UPS,UP8013179539,2025-11-24,2025-12-01,Delivered,"Austin, TX"
ORD100478,DHL,US9852564571,2026-04-09,2026-04-15,Delivered,"Denver, CO"
ORD100479,FedEx,DH5494231664,2026-07-25,2026-07-27,Delayed - carrier exception,"Columbus, OH"
ORD100480,DHL,UP4412687865,2026-05-03,2026-05-11,Delivered,"Boston, MA"
ORD100481,DHL,US6014318886,2025-12-22,2025-12-25,Delivered,"Seattle, WA"
ORD100483,DHL,FE1696225566,2026-04-25,2026-04-29,Returned to Sender,"Austin, TX"
ORD100484,USPS,FE9202789787,2025-08-05,2025-08-09,Delivered,"Denver, CO"
ORD100485,FedEx,US9473163280,2026-05-18,2026-05-25,In Transit,"Phoenix, AZ"
ORD100487,UPS,US9083420068,2026-05-02,2026-05-11,In Transit,"Salt Lake City, UT"
ORD100488,USPS,UP1981994732,2026-04-22,2026-04-27,Delivered,"Columbus, OH"
ORD100489,UPS,FE5578602607,2025-09-01,2025-09-06,Delivered,"San Diego, CA"
ORD100490,UPS,UP4660924085,2026-05-22,2026-05-24,Delivered,"Atlanta, GA"
ORD100491,UPS,FE7089957357,2026-04-11,2026-04-13,Delivered,"Salt Lake City, UT"
ORD100492,DHL,US3510675524,2025-12-07,2025-12-16,Delivered,"Portland, OR"
ORD100493,USPS,DH5058272742,2025-10-08,2025-10-11,Delivered,"Portland, OR"
ORD100494,DHL,DH1696653832,2025-11-21,2025-11-27,Delivered,"Denver, CO"
ORD100497,USPS,UP4080693021,2026-05-25,2026-06-02,Out for Delivery,"Chicago, IL"
ORD100498,DHL,FE5674898592,2025-08-04,2025-08-12,Delivered,"Seattle, WA"
ORD100499,DHL,FE9290597522,2025-11-18,2025-11-20,Delivered,"Miami, FL"
ORD100500,UPS,US3863499558,2026-01-06,2026-01-12,In Transit,"Portland, OR"
ORD100502,USPS,DH7242869869,2026-02-05,2026-02-13,Delivered,"Salt Lake City, UT"
ORD100503,DHL,DH5568050505,2025-12-16,2025-12-22,Delivered,"Boston, MA"
ORD100504,USPS,US3182039106,2025-10-05,2025-10-07,Delivered,"Columbus, OH"
ORD100505,UPS,FE9507631903,2026-02-20,2026-02-23,Delivered,"Nashville, TN"
ORD100506,FedEx,US8631089815,2026-05-28,2026-06-05,In Transit,"Nashville, TN"
ORD100507,FedEx,FE5818875650,2025-08-28,2025-08-31,Out for Delivery,"Salt Lake City, UT"
ORD100508,USPS,US1671811990,2025-10-25,2025-10-28,Delivered,"Salt Lake City, UT"
ORD100509,FedEx,DH5144099828,2025-12-23,2026-01-01,Delivered,"Austin, TX"
ORD100510,DHL,DH8224000028,2026-07-21,2026-07-30,Delivered,"Seattle, WA"
ORD100511,UPS,DH1270075327,2026-03-29,2026-04-05,In Transit,"Nashville, TN"
ORD100512,USPS,UP6668448925,2026-01-13,2026-01-17,Delivered,"Denver, CO"
ORD100513,DHL,FE1150677468,2025-09-30,2025-10-05,Returned to Sender,"Minneapolis, MN"
ORD100515,UPS,UP1637195351,2026-06-05,2026-06-12,Delivered,"Nashville, TN"
ORD100516,DHL,UP8653024839,2026-03-14,2026-03-20,In Transit,"Phoenix, AZ"
ORD100517,FedEx,DH9785620510,2026-03-05,2026-03-08,Returned to Sender,"Salt Lake City, UT"
ORD100518,UPS,DH5723504893,2026-04-11,2026-04-20,Delivered,"Denver, CO"
ORD100519,DHL,DH8567924811,2026-05-12,2026-05-15,In Transit,"Nashville, TN"
ORD100521,UPS,UP6814264565,2026-07-21,2026-07-25,Returned to Sender,"San Diego, CA"
ORD100522,DHL,DH2184464834,2026-06-12,2026-06-14,Delivered,"Atlanta, GA"
ORD100523,FedEx,UP8622572038,2026-04-05,2026-04-07,Out for Delivery,"Salt Lake City, UT"
ORD100524,FedEx,US8432430482,2025-08-30,2025-09-06,Delivered,"Boston, MA"
ORD100526,USPS,FE3879884113,2025-09-14,2025-09-21,Delivered,"Boston, MA"
ORD100528,DHL,DH7244466778,2026-03-12,2026-03-17,Delivered,"Minneapolis, MN"
ORD100529,UPS,UP4284106564,2026-03-30,2026-04-02,Delivered,"Minneapolis, MN"
ORD100530,UPS,US1871944076,2026-07-23,2026-07-28,In Transit,"Nashville, TN"
ORD100531,UPS,FE1621618015,2026-02-13,2026-02-20,Returned to Sender,"Seattle, WA"
ORD100532,DHL,US3061317781,2025-09-05,2025-09-11,Delivered,"Columbus, OH"
ORD100533,DHL,US7753388790,2025-10-12,2025-10-20,Delivered,"Portland, OR"
ORD100534,FedEx,DH6344072848,2026-01-06,2026-01-13,Out for Delivery,"Austin, TX"
ORD100535,FedEx,FE2537999481,2026-03-28,2026-04-06,In Transit,"Portland, OR"
ORD100536,USPS,FE5986896302,2025-11-22,2025-11-26,In Transit,"Phoenix, AZ"
ORD100537,DHL,US9257518054,2026-03-08,2026-03-15,In Transit,"Columbus, OH"
ORD100539,UPS,US7231526825,2026-07-31,2026-08-05,In Transit,"Minneapolis, MN"
ORD100540,DHL,UP2157960656,2025-12-17,2025-12-25,Delivered,"Seattle, WA"
ORD100541,USPS,DH6886441790,2025-08-06,2025-08-13,Delivered,"Chicago, IL"
ORD100542,FedEx,UP1117621211,2025-10-07,2025-10-15,Delivered,"Salt Lake City, UT"
ORD100544,DHL,FE3617713604,2026-01-31,2026-02-09,Delivered,"Austin, TX"
ORD100545,FedEx,FE2593375387,2026-07-28,2026-08-05,Delivered,"Chicago, IL"
ORD100546,UPS,UP6626524707,2025-11-01,2025-11-03,Returned to Sender,"Nashville, TN"
ORD100547,DHL,FE9730249190,2026-02-25,2026-03-05,Delivered,"Miami, FL"
ORD100550,UPS,US7107977395,2025-08-20,2025-08-22,Delivered,"Seattle, WA"
ORD100551,UPS,FE5872391496,2026-01-21,2026-01-26,In Transit,"Austin, TX"
ORD100552,DHL,FE9164319224,2025-11-19,2025-11-27,Delivered,"Portland, OR"
ORD100554,UPS,UP3094381758,2026-01-08,2026-01-10,Delivered,"Denver, CO"
ORD100555,DHL,UP5112911537,2025-12-18,2025-12-20,Delivered,"Denver, CO"
ORD100556,DHL,FE7421801785,2025-12-28,2026-01-03,Delivered,"Raleigh, NC"
ORD100557,DHL,UP1275260215,2025-09-23,2025-10-02,Delivered,"Seattle, WA"
ORD100559,FedEx,FE5206174949,2025-12-04,2025-12-07,In Transit,"Seattle, WA"
ORD100560,FedEx,DH4672445067,2026-04-21,2026-04-23,Delivered,"Raleigh, NC"
ORD100561,USPS,UP7864120631,2025-12-29,2026-01-04,In Transit,"San Diego, CA"
ORD100563,UPS,DH8211796419,2025-11-20,2025-11-23,Delayed - carrier exception,"Boston, MA"
ORD100564,FedEx,US7522186733,2026-05-30,2026-06-05,Delivered,"Portland, OR"
ORD100566,DHL,UP8477885561,2026-04-18,2026-04-22,Delivered,"Boston, MA"
ORD100567,UPS,FE2796846217,2025-11-02,2025-11-09,Delivered,"Columbus, OH"
ORD100568,USPS,FE5601352537,2026-05-06,2026-05-10,Out for Delivery,"Seattle, WA"
ORD100570,UPS,FE7148093021,2026-03-13,2026-03-19,Delivered,"Raleigh, NC"
ORD100571,FedEx,FE4654980450,2025-12-10,2025-12-15,Delivered,"Raleigh, NC"
ORD100572,USPS,UP9030430078,2025-09-03,2025-09-06,Delivered,"San Diego, CA"
ORD100573,UPS,FE2667594635,2026-04-13,2026-04-19,In Transit,"Atlanta, GA"
ORD100574,DHL,DH9032517775,2026-04-13,2026-04-20,Delivered,"Minneapolis, MN"
ORD100575,DHL,UP1768995333,2026-06-01,2026-06-05,Delivered,"San Diego, CA"
ORD100576,DHL,FE5681718803,2026-01-03,2026-01-09,Delivered,"San Diego, CA"
ORD100577,UPS,DH7108510082,2025-10-17,2025-10-19,In Transit,"Austin, TX"
ORD100579,UPS,UP3959715514,2026-02-19,2026-02-23,Delivered,"Atlanta, GA"
ORD100580,DHL,UP4684199646,2026-07-03,2026-07-12,In Transit,"Minneapolis, MN"
ORD100582,FedEx,UP1673671104,2025-09-28,2025-10-01,Delivered,"Austin, TX"
ORD100583,DHL,US5379942591,2025-09-21,2025-09-24,Delivered,"Miami, FL"
ORD100585,FedEx,UP2759869561,2025-10-25,2025-10-30,Delivered,"Minneapolis, MN"
ORD100586,DHL,UP4143419271,2026-07-21,2026-07-27,Delayed - carrier exception,"Phoenix, AZ"
ORD100587,USPS,DH6171742010,2026-02-06,2026-02-09,In Transit,"Seattle, WA"
ORD100588,DHL,US4807894097,2026-05-18,2026-05-20,Out for Delivery,"Minneapolis, MN"
ORD100590,DHL,US7696498138,2025-09-03,2025-09-12,In Transit,"Atlanta, GA"
ORD100591,DHL,DH6336633743,2026-05-21,2026-05-27,Returned to Sender,"Denver, CO"
ORD100592,FedEx,US6540575491,2026-06-18,2026-06-26,In Transit,"Atlanta, GA"
ORD100593,UPS,DH5462834039,2025-10-24,2025-10-28,Returned to Sender,"Boston, MA"
ORD100594,UPS,FE6711791174,2026-06-04,2026-06-06,Delivered,"Miami, FL"
ORD100595,DHL,US4930747947,2026-05-03,2026-05-07,Delivered,"Salt Lake City, UT"
ORD100599,FedEx,FE6286787774,2026-04-28,2026-05-06,Delivered,"Phoenix, AZ"
ORD100600,DHL,US6002926903,2025-12-08,2025-12-16,Delivered,"Miami, FL"
ORD100601,DHL,UP4672662585,2025-10-12,2025-10-16,In Transit,"Phoenix, AZ"
ORD100603,UPS,FE4512343329,2026-02-17,2026-02-25,Delivered,"Phoenix, AZ"
ORD100604,UPS,FE9604212361,2025-08-04,2025-08-09,Delivered,"Denver, CO"
ORD100606,USPS,US2394679025,2026-06-25,2026-06-30,Delivered,"Columbus, OH"
ORD100608,FedEx,FE6855212153,2026-04-14,2026-04-21,Delivered,"Salt Lake City, UT"
ORD100609,UPS,US8439951403,2026-03-19,2026-03-24,Delivered,"Phoenix, AZ"
ORD100611,UPS,DH4382352480,2025-12-26,2025-12-29,In Transit,"Miami, FL"
ORD100612,FedEx,US4411938731,2026-06-26,2026-06-30,Returned to Sender,"Minneapolis, MN"
ORD100613,FedEx,DH8264978010,2025-11-08,2025-11-15,Delivered,"Seattle, WA"
ORD100614,FedEx,US3054567093,2026-07-04,2026-07-07,Delivered,"Miami, FL"
ORD100616,USPS,FE4394298135,2026-05-30,2026-06-07,Delivered,"Atlanta, GA"
ORD100617,USPS,UP9998814026,2025-08-24,2025-08-29,Delivered,"Nashville, TN"
ORD100618,DHL,US2881369290,2026-02-27,2026-03-05,Delivered,"Columbus, OH"
ORD100619,UPS,FE7802399223,2026-02-05,2026-02-07,Returned to Sender,"Seattle, WA"
ORD100620,USPS,US4976988715,2025-10-09,2025-10-18,In Transit,"Austin, TX"
ORD100621,FedEx,UP3303717655,2025-10-22,2025-10-27,Delivered,"Raleigh, NC"
ORD100622,FedEx,UP4579402178,2025-12-05,2025-12-07,Returned to Sender,"Salt Lake City, UT"
ORD100624,FedEx,US1838200966,2026-02-09,2026-02-18,In Transit,"San Diego, CA"
ORD100625,DHL,US9015008408,2025-10-03,2025-10-07,Delivered,"Nashville, TN"
ORD100626,USPS,US5877489454,2026-03-06,2026-03-09,Delivered,"Austin, TX"
ORD100627,DHL,FE2053753182,2025-11-14,2025-11-18,Delivered,"Salt Lake City, UT"
ORD100628,USPS,DH3858984193,2026-06-12,2026-06-19,In Transit,"Raleigh, NC"
ORD100629,UPS,DH3634723298,2026-02-13,2026-02-21,Delivered,"Atlanta, GA"
ORD100630,FedEx,US4926083695,2026-04-19,2026-04-27,In Transit,"Boston, MA"
ORD100631,FedEx,FE8286703470,2025-09-13,2025-09-21,Delivered,"Denver, CO"
ORD100632,FedEx,UP1919093859,2026-06-20,2026-06-25,Returned to Sender,"Raleigh, NC"
ORD100634,DHL,FE7091934723,2025-12-16,2025-12-18,Delivered,"Columbus, OH"
ORD100636,DHL,FE7242789730,2026-03-22,2026-03-31,Delayed - carrier exception,"Seattle, WA"
ORD100637,DHL,UP7650227343,2026-06-26,2026-06-29,Delivered,"Miami, FL"
ORD100638,FedEx,FE2499401504,2026-01-30,2026-02-01,Delayed - carrier exception,"Columbus, OH"
ORD100639,UPS,FE3625140288,2026-03-02,2026-03-06,Returned to Sender,"Nashville, TN"
ORD100641,UPS,FE9845473273,2026-07-20,2026-07-27,In Transit,"Minneapolis, MN"
ORD100643,UPS,US1619132743,2026-05-28,2026-06-02,Returned to Sender,"Seattle, WA"
ORD100644,USPS,DH7553434881,2026-07-21,2026-07-23,Delivered,"Chicago, IL"
ORD100645,UPS,FE9726503947,2025-11-20,2025-11-24,In Transit,"Austin, TX"
ORD100646,FedEx,FE6750807259,2025-11-29,2025-12-07,Delivered,"Miami, FL"
ORD100647,DHL,UP7937815039,2025-08-15,2025-08-17,Delivered,"Minneapolis, MN"
ORD100648,DHL,FE8108540153,2025-08-19,2025-08-21,Delivered,"San Diego, CA"
ORD100650,UPS,US4875741885,2025-09-27,2025-09-29,Delivered,"Seattle, WA"
ORD100651,FedEx,US8830983106,2025-09-17,2025-09-20,Delivered,"Seattle, WA"
ORD100652,FedEx,UP4964036872,2025-11-02,2025-11-09,Out for Delivery,"Phoenix, AZ"
ORD100653,USPS,US5775774971,2026-06-29,2026-07-05,Delivered,"Phoenix, AZ"
ORD100655,UPS,DH9631473880,2026-05-05,2026-05-13,Delivered,"Seattle, WA"
ORD100656,FedEx,FE7402489266,2026-03-23,2026-03-26,Delivered,"Columbus, OH"
ORD100657,UPS,UP8668333607,2025-10-07,2025-10-12,Delivered,"Boston, MA"
ORD100658,UPS,DH6663176952,2026-05-05,2026-05-09,Delivered,"Denver, CO"
ORD100660,DHL,DH1020741500,2025-11-14,2025-11-20,In Transit,"San Diego, CA"
ORD100661,UPS,UP8239214548,2026-05-19,2026-05-23,Delivered,"Nashville, TN"
ORD100662,FedEx,DH6403125657,2026-05-26,2026-06-02,Delivered,"Atlanta, GA"
ORD100663,FedEx,US8276975466,2025-08-11,2025-08-14,Returned to Sender,"Phoenix, AZ"
ORD100664,FedEx,DH6676450587,2026-05-21,2026-05-29,Delivered,"Boston, MA"
ORD100665,UPS,US4096747609,2025-12-23,2025-12-25,Delivered,"Miami, FL"
ORD100666,DHL,UP9734592066,2025-09-15,2025-09-19,Delivered,"Salt Lake City, UT"
ORD100667,USPS,UP6249606171,2025-09-06,2025-09-11,Delivered,"Boston, MA"
ORD100668,FedEx,DH5029830872,2025-08-04,2025-08-11,Delivered,"Denver, CO"
ORD100669,DHL,DH1101067602,2026-06-19,2026-06-21,Delivered,"Atlanta, GA"
ORD100670,UPS,DH5589790095,2025-12-04,2025-12-08,Delivered,"Chicago, IL"
ORD100672,USPS,DH1108032224,2026-01-07,2026-01-15,Out for Delivery,"Chicago, IL"
ORD100673,UPS,US2811856663,2025-11-30,2025-12-04,Returned to Sender,"Atlanta, GA"
ORD100675,USPS,DH5091830586,2026-02-19,2026-02-27,Delivered,"Salt Lake City, UT"
ORD100676,FedEx,UP2553084324,2025-09-10,2025-09-14,Delivered,"Columbus, OH"
ORD100677,FedEx,US8413363528,2025-09-25,2025-09-30,Delivered,"Atlanta, GA"
ORD100678,USPS,UP6827915017,2026-05-08,2026-05-14,Delivered,"Columbus, OH"
ORD100679,UPS,FE2842689134,2025-08-10,2025-08-14,In Transit,"Portland, OR"
ORD100681,FedEx,FE1780588158,2026-03-03,2026-03-06,Delivered,"Nashville, TN"
ORD100683,DHL,FE5241083889,2025-09-30,2025-10-04,Delivered,"Denver, CO"
ORD100684,FedEx,US1056720777,2026-07-25,2026-07-27,Delayed - carrier exception,"Denver, CO"
ORD100686,DHL,US9020145768,2025-09-24,2025-09-30,Delivered,"Nashville, TN"
ORD100687,DHL,UP8890374506,2025-09-08,2025-09-11,Delivered,"Austin, TX"
ORD100689,UPS,UP4838658273,2026-03-02,2026-03-11,Out for Delivery,"Nashville, TN"
ORD100693,UPS,FE9561219277,2025-08-16,2025-08-24,Delivered,"Seattle, WA"
ORD100694,DHL,FE1610046667,2026-02-13,2026-02-20,Delivered,"Denver, CO"
ORD100696,UPS,UP8968364599,2026-06-30,2026-07-03,Delivered,"Columbus, OH"
ORD100697,UPS,FE1632906836,2025-08-12,2025-08-19,In Transit,"Nashville, TN"
ORD100698,UPS,UP8999384161,2026-02-10,2026-02-18,Returned to Sender,"San Diego, CA"
ORD100699,UPS,DH8676128752,2025-09-16,2025-09-24,Delayed - carrier exception,"Atlanta, GA"
ORD100700,DHL,DH1422970780,2026-01-10,2026-01-13,Delivered,"Salt Lake City, UT"
ORD100701,DHL,UP2646485998,2026-05-16,2026-05-18,Delivered,"Minneapolis, MN"
ORD100702,USPS,FE2896412521,2025-12-28,2026-01-01,Delivered,"Austin, TX"
ORD100703,FedEx,UP5714596885,2025-08-31,2025-09-09,In Transit,"Raleigh, NC"
ORD100704,DHL,UP2646358214,2026-04-29,2026-05-06,Delivered,"San Diego, CA"
ORD100705,USPS,FE7222097130,2026-01-18,2026-01-22,Delivered,"Miami, FL"
ORD100706,UPS,DH7338890656,2025-08-07,2025-08-12,Delivered,"Phoenix, AZ"
ORD100708,USPS,US4338996827,2026-07-09,2026-07-11,In Transit,"San Diego, CA"
ORD100709,USPS,FE2349781978,2025-08-14,2025-08-23,Delivered,"Boston, MA"
ORD100710,USPS,UP9920537307,2026-01-12,2026-01-19,In Transit,"Phoenix, AZ"
ORD100712,FedEx,DH8860358355,2025-11-14,2025-11-17,Returned to Sender,"Denver, CO"
ORD100713,USPS,US3377088151,2026-03-06,2026-03-13,Delivered,"Denver, CO"
ORD100714,FedEx,FE9119564548,2025-09-24,2025-10-02,Delivered,"Columbus, OH"
ORD100715,FedEx,UP5640218557,2025-12-15,2025-12-24,Delivered,"Portland, OR"
